AT,V,AP,RH,PE
26.98,72.58,1008.55,78.5,431.12
8.96,40.02,1031.21,82.32,475.47
5.97,36.25,1029.65,86.74,487.03
25.1,69.89,1015.42,85.81,434.98
14.84,44.63,1019.28,57.37,466
15.55,40.66,1016.21,88.5,457.53
8.05,40.8,1028.01,89.56,483.43
15.09,41.76,1022.4,76.22,463.27
23.3,72.99,1008.54,92.11,437.62
21.77,42.23,1013.03,67.44,462.51
6.86,42.49,1007.95,93.96,486.14
9.57,39.82,1013.12,89.15,468.02
18.96,50.16,1010.72,100.09,451.2
19.82,41.67,1012.92,51.92,456.87
22.08,41.1,1002.19,46.69,455.04
17.31,58.49,1011.8,92.77,456.84
18.32,47.83,1005.06,87.21,454.11
27.75,70.4,1006.65,90.21,436.53
26.13,71.64,1004.16,87.18,439.73
29.45,74.16,1010.49,64.87,438.11
23.63,73.18,1012.29,88.81,437.7
24.11,68.3,1017.33,79.16,432.62
25.72,72.39,1003.01,86.38,432.77
14.96,41.76,1024.07,73.17,463.26
28.32,72.58,1007.77,78.35,428.06
26.94,68.24,1010.49,76.58,430.34
13.44,39.39,1012.93,84.29,469.67
24.33,46.93,1013.61,53.02,450.04
22.06,64.15,1021.07,68.66,451.44
27.89,70.94,1007.54,49.18,435.21
8.47,42.02,1005.37,92.73,477.67
24.74,63.87,1016.91,55.65,447.02
8.5,39.16,1014.1,86.64,485.76
24.19,58.95,1017.78,58.78,441.91
32.31,68.94,1006.11,71.78,431.14
12.02,41.92,1030.1,84.45,465.82
22.66,69.84,1006.16,82.79,439.06
14.1,44.84,1025.09,79.42,468.22
26.78,73.06,1007.99,90.47,433.25
31.6,73.17,1010.05,43.48,433.37
29.3,74.16,1007.72,81.92,431.32
29.12,66.56,1006.9,49.79,429.94
17.54,58.49,1012.35,91.56,453.02
31.9,69.4,1003.4,57.76,436.04
28.83,72.43,1006.69,67.04,428.85
10.45,40,1019.01,89.01,465.43
17.79,44.9,1020.5,69.72,457.72
17.58,44.9,1020.52,71.48,459.78
18.9,62.96,1020.69,80.57,455.88
23.28,69.51,1013.31,53,444.17
18.81,61.87,1009.71,70.47,448.49
7.46,41.26,1009.63,96.51,482.83
22.89,65.34,1015.53,61,450.53
9.88,40.71,1015.34,84.32,471.8
17.59,65.48,1018.96,81.34,454.51
23.97,64.33,1010.54,84.65,443.87
11.95,41.48,1013.44,74.83,465.41
22.12,49.39,1019.8,72.83,451
9.05,40.67,1015.57,75.48,486.55
27.6,69.34,1009.63,71.58,440.6
16.52,44.88,1017.61,90.08,459.73
5.84,41.38,1020.34,82.41,489.4
10.77,44.78,1012.87,84.16,470.66
21.95,50.66,1013.92,70.94,455.23
23.09,70.02,1010.58,77.85,443.27
12.31,44.03,1007.78,94.42,468.13
14.29,39.59,1012.36,92.38,463.13
11.65,41.54,1020.09,67.96,476.4
23.15,58.79,1011.11,82.49,447.71
12.14,48.04,1011.8,100.13,465.08
30.26,71.77,1006.24,58.98,429.27
16.74,38.01,1022.63,69.19,463.61
20.67,57.5,1014.42,81.89,453.29
20.21,59.14,1016,70.38,448.79
25.02,60.77,1016.71,69.85,441.21
24.82,66.54,1010,60.36,440.88
23.14,62.26,1011.87,66.44,444.38
21.84,60.29,1017.23,66.89,454.4
26.11,69.84,1002.57,84.99,427.45
10.67,42.02,996.55,99.94,472.65
14.93,42.44,1012.65,86.8,471.24
22.19,70.02,1011.03,82.49,444.85
29.27,64.69,1006.85,55.79,438.23
22.47,47.45,1007.62,76.65,447.14
31.95,70.8,1008.38,66.26,432.79
29.74,70.32,1008.1,52.72,432.69
18.1,45,1023.05,48.41,465.46
25.35,66.56,1008.75,66.88,436.51
10.48,36.71,1023.18,81.37,473.3
26.96,72.86,1004.86,59.17,441.12
17.76,42.42,1009.09,66.26,468.27
9.68,40.77,1022.04,85.23,473.73
9.84,40.22,1009.5,85.38,479.65
14.52,40.35,1011.11,69.84,470.8
23.49,42.8,1013.96,65.31,459.9
14.53,39,1016.48,76.36,464.86
17.49,40.55,1001.73,73.15,462.37
10.46,41.26,1020.65,92.24,473.76
13.86,40.83,1008.76,82.4,470.37
30.68,71.25,999.98,68.99,433.47
10.48,41.93,1017.17,92.81,480.01
23.66,77.54,1008.5,85.32,435.38
23.85,69.45,1013.99,60.6,439.67
30.89,74.87,1008.99,56.58,432.68
14.3,53.82,1016.64,63.9,465.42
23.98,50.32,1008.41,67.75,443.45
33.72,74.33,1011.4,37.51,428.96
9.76,39.16,1014.19,85.4,482.38
9.46,42.28,1008.67,78.16,481.95
14.43,38.91,1013.28,70.26,468.83
5.86,40.62,1017.03,85.06,480.71
10.57,36.71,1022.62,80.49,473.88
28.69,67.25,1017.71,53.83,432.21
13.27,42.28,1008.3,86.2,468.86
13.52,40.83,1008.31,84.14,471.95
28.01,73.18,1012.25,75.02,431.02
13.13,50.59,1020.26,87.44,470.03
14.43,44.47,1028.57,70.7,466.56
7.84,43.52,1022.23,96.51,483.79
26.06,71.73,1009.65,77.02,432.38
18.93,44.06,1017.58,68.23,454.75
13.63,40.92,1021.89,80.5,462.4
28.02,68.08,1013.44,44.46,434.95
9.45,41.4,1027.34,86.66,475.49
29.27,69.89,1015.21,67.16,425.55
21.38,58.33,1013.05,72.75,446.8
31.85,73.91,1003.6,60.22,431.26
11.82,41.26,1020.74,91.14,466.95
22.64,63.73,1013.88,84.22,447.21
22.72,69.13,1010.81,92.43,438.01
27,71.25,1002.66,70.59,437.22
29.55,66.25,1009.38,69.55,436.29
23.56,71.85,1009.67,74.78,439.48
12,41.17,1019.48,58.71,474.4
26.1,63.56,1013.12,61,442.75
24.88,73.17,1012.26,84.96,434.85
26.4,48.41,1008.51,66.95,442.23
25.69,57.32,1012.34,44.18,441.43
22.1,65.94,1009.79,67.57,443.95
24.47,58.05,1011.27,71.7,446.93
12.07,39.99,1009.7,93.27,473.06
19.89,51.43,1007.38,91.79,448.85
9.17,40.67,1019.03,66.21,487.33
12.85,40.92,1023.04,84.04,461.05
5.23,35.57,1026.23,79.38,488.5
12.43,41.62,1011.87,80.57,460.61
12.93,41.39,1018.5,80.28,472.57
9.03,40.71,1025.98,81.94,484.97
31.73,74.67,1016.38,44.51,425.34
25.63,71.58,1010.14,87.57,433.76
22.7,61.41,1012.08,78.08,449.75
32.06,69.88,1006.88,63.53,432.47
24.8,64.63,1020.69,55.74,447.82
23.47,60.77,1017.19,75.36,444.46
24.31,65.34,1013.82,63.85,449.88
23.02,63.47,1012.21,80.61,443.66
34.09,68.51,1009,32.96,431.19
17.75,42.24,1016.86,61.52,468.86
31.8,69.05,1000.77,49.82,426.5
6.62,42.49,1008.74,94.57,482.74
8.51,41.26,1023.17,87.79,477.51
27.41,74.67,1016.57,80.16,429.21
31.27,73.91,1003.72,68.92,430.59
17.45,49.64,1026.4,66.67,454.67
22.63,57.17,1009.83,77.43,433.54
10.07,39.66,1015.37,83.78,479.64
26.12,68.51,1013.06,68.96,433.11
12.28,42.34,1019.19,95.8,467.03
23.89,70.04,1011.16,84.9,433.71
14.8,42.77,1019.14,76.53,462.29
15.45,45,1023.63,70.74,469.54
23.09,51.19,1009.4,81.61,443.22
24.92,73.68,1015.12,93.68,438.23
13.15,40.78,1024.13,79.59,462.3
18.6,58.71,1009.8,86.42,430.38
24.88,51.43,1011.28,67.38,441.03
11.36,38.25,1013.22,86.16,473.55
17.12,68.28,1003.56,94.29,449.94
22.1,68.63,1015.19,59.05,449.54
25,69.71,1009.23,80.92,438.38
21.04,47.43,1007.15,64.82,450.27
26.85,63.56,1013.25,52.84,444.39
14.87,42.18,1015.23,74.41,465.89
32.21,68.3,1014.94,49.38,429.66
25.87,57.32,1012.06,44.13,442.87
19.98,60.77,1017.72,90.71,448.46
19.26,44.34,1019.45,51.32,467.72
16.75,36.99,1006.42,87.18,464.18
15.37,41.96,1011.58,96.76,466.02
27.96,77.24,1007.23,78.51,433.35
20.27,63.56,1014.24,86.55,446.93
24.66,66.49,1010.83,70.06,438.01
25.53,59.57,1010.65,82.04,445.59
25.43,60.95,1014.62,51.39,444.65
14.48,46.18,1015.83,92.15,462.3
19.5,65.12,1015.53,73.87,453.99
10.27,38.38,1022.16,70.77,475.58
17.98,39.63,1005.42,82.12,466.69
12.38,44.2,1020.23,81.5,467.04
26.61,56.85,1012.48,48.84,437.26
24.05,72.24,1011.32,88.94,437.81
15.9,41.35,1005.35,92.89,464.93
31.65,66.25,1008.57,59.05,437.35
11.2,42.02,999.99,96.69,472.27
14.96,39.31,1010.52,71.28,461.97
19.51,44.05,1008.52,78.38,451.7
27.57,70.36,1007.18,71.1,441.86
26.31,77.95,1012.45,77.22,436.83
29.59,70.17,999.71,71,434.85
10.14,45.01,1018.12,94.32,473.56
9.44,41.79,1020.16,72.26,474.03
13.69,41.74,1021.19,60.86,471.84
23.4,49.16,1002.85,69.82,446.05
12.42,38.25,1012.76,82.23,472.3
21.81,43.77,1011.97,64.72,453.13
33.2,70.8,1008.75,59.41,430.71
22.06,45.61,1014.3,77.75,455.61
27.86,63.07,1011.11,56.81,440.48
27.75,66.54,1010.21,46.37,437.58
20.98,60.07,1016.26,67.18,446.26
17.55,43.14,1018.86,76,461.58
6.05,38.68,1017.46,66.13,483.5
17.25,39.39,1014.27,67.8,465.74
21.54,58.41,1013.99,86.34,450.69
29.64,69.51,1012.13,44.65,428.69
16.7,36.99,1006.19,89.33,464.7
19.69,57.32,1012.41,75.51,449.59
19.61,56.65,1020.64,63.74,457.41
6.26,41.31,1002.04,87.54,485.57
6.9,40.71,1021.78,94.8,471.43
19.12,58.79,1017.34,92.45,447.02
12.23,43.69,1016.46,84.4,471.62
10.87,37.5,1011.43,95.56,474.07
20.56,60.08,1017.79,78.08,452.8
31.61,75.08,1004.83,42.29,436.67
14.66,41.92,1030.81,68.88,464.57
19.04,50.12,1010.53,100.09,446.59
14.32,45.08,1023.24,84.53,467.21
18.36,53.16,1013.31,83.18,458.47
31.74,72.25,1012.21,41.62,437.29
19.06,44.63,1004.23,84.43,456.54
14.43,45.08,1023.23,83.98,465.07
12.05,40.55,1016.63,100.14,472.19
17.98,56.85,1012.28,84.52,448.71
28.18,49.3,1003.97,55.56,438.91
23.03,44.89,1010.26,59.85,447.81
15.78,48.6,1007.24,84.23,460.86
24.45,66.49,1014.24,58.15,449.22
18.05,56.03,1020.69,77.87,459.09
14.2,38.62,1017.83,77.57,465.29
16.73,37.2,1012.94,74.04,463.89
13.72,41.62,1011.14,75.79,455.52
27.38,59.21,1012.74,53.53,437.78
10.99,44.63,1020.67,90.09,473.29
26.15,64.27,1013.03,59.77,439.11
17.4,63.09,1020.84,92.58,453
24.29,63.57,1010.29,87.3,443.28
29.01,68.08,1010.74,52.51,427.91
12.27,43.8,1023.21,57,468.55
16.9,44.88,1018.14,72.21,466.8
29.39,71.14,1010.97,53.88,430.5
25.45,75.23,1011.41,73.33,441.65
27.88,62.66,1009.51,56.44,441.32
18.2,49.39,1018.83,96.3,455.86
12.59,41.14,1025.79,86.55,465.74
19.3,44.9,1008.89,70.55,452.75
18.4,40.79,1006.18,92.36,461.29
14.83,53.82,1016.57,63.47,464
20.47,58.16,1016.97,68.6,453.99
28.65,70.32,1008.46,58.13,433.45
28.92,72.43,1007.03,66.14,431.5
28.64,73.4,1011.48,52.84,441.32
12.74,44.03,1007.62,97.64,463.96
10.57,41.26,1008.32,97.96,472.9
30.56,71.25,1000.3,70.55,431.92
13.8,40.2,1013.12,90.59,466.29
5.29,41.38,1020.62,83.83,492.12
33.59,79.05,1007.79,63.55,436.51
6.13,40.64,1020.69,94.57,481.13
18.51,48.06,1015.14,79.83,455.44
32.8,68.67,1005.27,44.53,432.28
24.18,58.49,1011.3,77.82,445.49
17.92,50.66,1012.62,93,456.84
6.13,39.48,1005.17,53.5,484.12
24.43,65.27,1013.25,55.4,440.99
28.88,66.56,1006.26,59.15,426.66
13.86,44.21,1022.6,83.56,468.3
20.95,48.14,1013.3,67.72,452.38
27,59.15,1013.12,61.39,440.58
9.07,36.3,1015.26,56.81,479.98
19.41,67.32,1012.34,78.8,446.71
33.61,69.88,1007.4,42.51,435.99
20.84,59.8,1016.96,75.05,451.13
23.31,68.63,1014.73,51.57,448.2
9.45,43.5,1018.89,84.29,476.1
13.78,44.47,1027.94,71.09,467.22
21.71,58.05,1013.07,85.75,449.38
18.88,44.06,1013.81,68.54,451.13
22.58,52.3,1009.04,78.99,445.6
12.51,43.67,1013.24,91.55,471.96
30.63,74.22,1007.47,46.52,430.38
27.75,66.51,1015.42,39,433.08
25.32,60.37,1006.19,73.94,438.5
13.85,48.06,1011.13,75.2,462.39
23.19,48.6,1002.38,61.19,445.52
16.18,43.99,1021.97,80.96,460.81
9.98,39.66,1017.32,77.78,481.64
28.87,72.58,1008.69,79.34,428.89
19.05,62.96,1020.48,83.04,454.26
19.83,59.44,1012.98,91.24,446.15
26.39,49.02,1007.62,70.82,438.53
12.25,48.79,1017.44,88.91,469.52
26.93,56.9,1006.25,77.79,444.7
27.16,47.43,1009.17,45.79,442.85
28.16,70.4,1003.77,83.17,434.01
10.32,41.46,1017.98,87.66,479.61
7.77,35.77,1016.53,73.79,479.68
10.13,39.18,1024.09,85.48,479.42
11.02,43.02,1012.32,66.54,478.81
30.24,67.32,1014.07,46.53,437.18
18.74,45.09,1014.24,41.54,456.25
23.26,63.56,1013.64,71.3,446.67
18.21,49.69,1013.54,80.16,454.25
23.97,63.86,1018.09,57.62,441.65
18.91,43.14,1013.56,58.34,460.19
21.65,58.18,1008.33,95.28,441.05
31.67,69.89,1013.88,39.33,426.35
32,58.9,1003.48,51.38,437.81
12,41.5,1013.21,86.75,473.68
27.11,70.04,1009.76,71.25,431.96
23.75,67.9,1006.25,70.17,445.22
28.26,69.23,1013.01,42.1,436.31
29.96,70.04,1010.15,54.47,427.1
9.27,39.64,1010.79,79.56,480.29
31.35,71.97,1008.29,72.26,430.16
25.85,70.36,1005.59,78.23,433.06
13.69,43.22,1009.94,74.64,466.72
22.48,50.05,1005.55,82.36,442.56
10.63,37.5,1008.93,98.14,474.81
28.61,68.12,1011.71,47.57,432.94
16.32,43.5,1021.3,72.6,460.07
25.46,56.89,1012.59,62.9,443.5
27.61,69.68,1012.79,77.01,438.31
29.79,67.69,1006.86,55.93,428.71
7.32,39.42,1026.15,76.51,476.12
26.35,59.44,1012.16,63.73,443.73
25.97,43.21,1011.9,88.73,434.83
7.33,40,1018.96,80.76,478.16
27.05,77.95,1009.57,76.56,434.09
22.22,59.14,1017.32,83.41,442.31
25.54,61.08,1013.14,71.15,447.06
23.44,72.24,1011.28,88.03,438.34
15.51,41.76,1022.81,69.55,463.82
21.89,63.94,1019.55,55.09,447.74
6.84,41.06,1021.04,89.59,489.96
25.24,71.14,1008.73,79.39,435.09
30.38,71.58,1010.17,50.45,433.75
16.91,43.96,1013.32,79.87,465.86
13.75,41.49,1019.9,88.23,469.02
22.93,58.2,1017.75,54.09,444.95
6.93,43.13,1018.61,88.31,486.94
20.04,48.92,1011.14,68.92,447.89
9.37,42.32,1015.15,82.96,477.57
20.76,58.18,1007.8,99.22,449.25
31.17,69.51,1010.51,43.11,428.94
21.74,70.32,1011.88,85.95,439.19
13.24,40.83,1007.9,87.53,472.22
21.28,44.05,1005.69,83.2,444.56
24.92,63.86,1019.19,59.24,440.93
9.37,38.56,1016.84,62.07,482.77
22.03,59.43,1006.88,82.05,442.9
25.77,65.48,1018.07,51.47,440.96
23.05,68.67,1006.69,76.43,447.34
31.05,62.7,1009.35,55.27,441.67
19.51,66.51,1015.28,80.75,448.04
22.47,48.6,1002.33,63.23,445.98
15.37,43.67,1011.9,91.48,468.23
27.96,68.51,1007.26,63.21,432.07
24.73,70.72,1009.82,88.79,439.3
24.43,47.45,1007.68,65.18,446.45
25.64,63.87,1017.14,49.25,444.34
10.82,39.96,1025.53,95.89,468.57
6.79,38.5,1012.61,72.46,488.69
20.41,56.03,1019.94,55.85,458.29
31.58,66.54,1003.26,54,429.73
22.85,59.15,1014.74,63.92,448.61
25.41,68.94,1007.21,69.2,436.95
14.41,40.71,1016.78,69.77,467.01
3.4,39.64,1011.1,83.43,459.86
28.12,44.89,1009.18,47.14,441.13
28.07,70.32,1007.17,67.02,430.29
22.61,54.42,1014.74,75.87,453.86
22.88,65.48,1017.33,66.26,447.14
19.24,56.89,1014.29,72.97,452.64
21.31,58.05,1012.94,88.39,446.76
24.15,64.63,1020.72,58.06,448.87
21.62,58.59,1012.93,67.05,445.92
23.84,49.21,1013.85,50.36,447.09
19.59,66.54,1012.73,85.84,447.16
12.75,39.58,1010.8,77.31,473.46
26.68,68.08,1011.41,67.33,433.04
10.63,40.67,1017.13,66.12,483.27
20.03,66.86,1013.05,64.59,450.93
18.78,54.2,1012.05,89.25,448.04
25.6,56.9,1006.35,81.58,437.82
21.29,59.04,1012.49,84.23,445.37
6.04,41.14,1027.8,86.4,480.39
15.2,39,1016.1,72.76,463.88
19.77,49.39,1019.02,91.03,451.05
31.98,73.42,1010.66,60.06,432.2
8.36,40.67,1014.99,73.65,489.1
8.68,41.82,1032.83,73.62,478.61
11.64,40.1,1015.5,87.05,477.2
11.49,44.2,1018.79,91.14,475.51
26.2,71.14,1007.92,72.95,431.7
30.51,70.79,1004.55,56.05,428.79
12.49,38.25,1012.61,83.32,470.63
9.42,41.4,1030.38,87.8,472.99
28.41,61.47,1008.94,56.56,442.54
34.66,74.33,1012,32.19,425.89
8.27,40.69,1020.13,86.1,484.97
25.38,74.67,1016.61,81.34,435.41
25.65,49.3,1003.73,68.48,440.05
28.04,74.33,1013.53,48.65,432.92
21.43,46.97,1013.94,61.25,457.68
28.25,66.54,1011.02,43.77,439.67
18.51,58.46,1017.21,88.1,448.39
6.58,40.67,1020.18,71.07,494.84
24.49,70.79,1005.51,88.65,430.54
9.82,41.04,1026.72,77.28,473.98
18.88,65.94,1010.43,85.54,445.61
11.53,41.39,1018.39,85.52,474.49
14.69,53.82,1016.54,63.49,463.52
27.33,68.94,1007.04,61.83,431.96
17.86,50.88,1015.59,88.28,457.33
31.59,58.9,1003.39,47.6,440.52
21.13,47.43,1006.97,64.26,448.83
29.72,71.97,1008.6,79.25,431.22
29.03,67.79,1010.86,54.03,445.03
8.94,43.13,1014.82,76.66,483.63
19.09,43.14,1012.34,45.75,463.3
23.03,54.42,1014.42,74.98,453.77
15.15,39.58,1011.94,73.63,466.78
25.73,66.54,1010.07,55.97,437.07
32.38,77.24,1007.7,61.15,430.96
22.69,64.45,1012.82,45.03,450.65
25.03,57.5,1014.96,62.23,449.48
15.46,42.07,1017.9,81.12,459.15
22.72,58.82,1012.54,77.72,448.67
8.53,43.14,1012.25,78.88,480.08
16.82,41.66,1010.49,63.14,465.64
19.45,58.95,1017.79,93.46,445.1
13.72,34.03,1018.57,65.95,469.25
9.44,39.82,1013.26,91.55,483.18
22.58,41.54,1013.21,71.33,460.95
16.36,39.99,1008.91,72.48,462.5
29.62,71.8,1011.05,63.13,438.55
26.13,73.21,1002.12,92.02,435.34
12.02,39.69,1006.05,84.66,470.17
16.02,44.21,1020.97,85.64,462.51
22.9,49.3,1003.45,80.95,441.77
18.81,52.08,1004.43,99.6,450.87
31.26,76.09,1006.66,63.91,430.36
10.07,40.92,1021.84,84.18,471.71
15.28,44.58,1016.45,83.07,467.92
17.29,42.86,1014.38,72.3,464.27
14.6,39.31,1011.11,72.52,464.16
18.43,57.76,1016.13,87.34,452.65
17.3,43.72,1009.64,77.86,456.55
19.84,56.89,1013.23,78.32,447.92
29.42,56.9,1006.51,53.6,439.51
14.04,44.21,1021.93,86.12,468.64
9.51,40.81,1015.69,82.52,475.29
30.29,74.16,1008.77,75.23,431.39
14.55,44.84,1023.83,87.6,465.14
16.58,38.01,1023.5,60.14,464.03
33.82,73.03,1013.49,42.17,439.3
13.73,41.92,1031.01,64.92,466.29
21.11,43.43,1010.1,62.62,447.83
24.81,63.94,1018.76,44.51,444.26
26.44,59.15,1013.35,60.71,439.65
31.23,66.75,1017.48,36.55,433.9
10.15,41.46,1019.56,81.79,479.32
20.46,66.05,1014.93,78.51,454.06
21.93,60.84,1018.96,76.8,440.76
28.08,73.17,1011.19,73.1,430.8
23.63,60.93,1006.41,83.06,439.9
14.05,40.69,1015.66,74.39,470.9
23.91,50.23,1017.25,68.57,455.41
23.47,51.3,1011.89,74.1,448.65
19.7,51.3,1014.88,88.1,454.94
28.14,76.86,1000.7,70.17,434.68
32.16,66.25,1008.17,56.88,434.5
30.9,73.42,1011.21,65.32,433.44
11.64,40.22,1010.58,80.84,477.52
19.48,63.09,1019.28,78.04,449.6
15.89,38.73,1001.45,74.37,465.76
23.03,59.04,1011.85,81.24,444.85
15.83,45.01,1013.39,81.9,460.22
4.31,38.5,1011.75,82.08,492.92
24.2,68.67,1006.72,78.08,444.09
24.86,63.47,1011.5,71.78,441.68
27.77,63.87,1017.97,38.77,444.06
29.49,70.98,1007.83,79.08,434.43
20.98,42.23,1012.9,70.7,462.27
27.16,72.58,1009.24,90.26,429.59
25.96,68.08,1011.34,71.57,432.82
11.28,42.44,1014.62,99.78,473.36
30.36,71.8,1010.9,63.27,437.4
25.47,65.34,1015.3,50.31,445.39
27.51,73.77,1002.42,90.88,436.91
30.02,69.04,1009.68,56.01,440.49
10.15,41.62,1015.86,97.4,463.89
28.8,71.77,1006.41,66.03,426.87
22.36,51.43,1007.47,87.33,442.53
33.67,80.18,1010.83,60.87,431.99
8.35,43.52,1022.78,97.34,479.31
24.12,51.43,1006.55,83.77,441.49
25.53,71.85,1009.19,74.7,431.26
15.26,41.2,1016,76.06,467.98
15.36,41.66,1012.41,62.32,466.7
12.73,40.27,1005.68,68.77,475.61
27.67,71.64,1004.41,78.14,433.29
26.64,73.56,1004.98,93.31,432.93
25.09,58.95,1016.99,53.16,443.26
13.09,43.67,1012.22,91.91,474.45
15.06,41.85,1016.78,88.23,466.72
30.03,70.02,1010.07,64.2,436.88
26.85,69.84,1002.84,81.31,426.58
14.13,43.7,1015.94,80.89,469.28
12.36,37.73,1021.36,65.45,470.39
12.91,40.73,1017.66,93.66,464.61
25.79,63.9,1014.39,60.49,442.7
17.28,44.92,1024.39,76.08,459.26
15.86,43.02,1012.18,40.33,466.6
21.95,60.95,1015.22,75.09,450.38
8.4,38.5,1013.67,69.13,486.5
26.62,70.36,1005.15,84.99,441.28
20.56,43.79,1015.85,45.7,462.11
15.86,49.69,1015.59,87.26,462.84
31.01,74.16,1010.89,56.52,434.64
22.49,58.82,1009.73,85.19,444.11
15.66,43.99,1021.18,88.62,467.57
11.86,40.55,1019.82,91.45,473.31
19.12,45.01,1014,59.95,453.24
17.27,44.9,1007.85,78.8,454.19
20.24,56.65,1020.72,62.9,455.49
28.18,67.17,1006.84,75.55,438.49
12.24,41.62,1013.38,90.26,461.23
6.25,39.04,1019.65,71.27,484.14
24.27,61.47,1007.84,80.85,448.66
22.55,69.84,1006.57,76.29,438.54
20.76,58.79,1017.22,78.75,447.07
15.33,37.2,1013.4,78.99,466.81
22.12,63.91,1009.61,90.83,447.77
16.65,46.18,1010.6,95.69,465.6
30.37,76.09,1006.95,65.93,435.01
18.71,53.16,1013.26,82.64,455.7
12.99,40.55,1007.52,94.15,472.18
16.8,56.03,1020.65,85.26,461.96
15.49,39,1016.01,71.31,462.28
26.08,52.3,1007.03,63.34,442.44
24.18,59.92,1009.88,79.54,438.85
27.63,70.17,1000.42,85.22,432.46
11.8,45.09,1013.21,89.68,470.57
20.7,58.16,1016.73,68.19,453.22
10.5,39.28,1016.55,91.75,480.92
14.88,41.66,1009.4,67.15,468.55
28.21,73.06,1008.26,86.29,430.46
12.82,46.18,1018.53,88.46,466.06
21.14,58.05,1012.98,87.27,449.74
4.93,38.44,1015.65,71.47,485.01
26.25,66.56,1008.29,60.65,436.3
14.95,42.74,1027.66,66.71,464.31
21.46,50.59,1016.75,67.14,453.67
14.35,49.83,1006.39,91.23,462.54
14.18,53.82,1016.9,64.57,465.25
16.03,41.23,996.35,82.04,464.67
29.54,74.99,1005,69.69,432.94
25.26,65.61,1014.43,58.35,447.34
12.33,37.73,1022.46,59.3,470.11
24.67,61.5,1009.06,72.77,437.37
20.45,48.41,1010.81,86.7,444.69
20.39,64.15,1021.31,62.35,457.37
27.57,69.84,1004.91,68.37,426.6
16.58,46.18,1010.4,96.29,463.51
25.18,69.23,1013.26,57.45,438.72
21.27,57.5,1014.53,80.76,453.34
22.93,51.19,1009.3,82.8,443.57
15.09,44.34,1019.46,60.49,468.8
15.49,40.89,1007.16,82.16,465.37
27.66,69.75,1009.71,84.27,439.18
21.99,58.96,1014.09,61.3,453.38
28.57,62.26,1010.75,62.12,437.41
14.87,41.76,1022.26,78.21,464.84
7.14,41.22,1016.6,97.09,435.58
24.94,63.94,1012.72,73.71,438.55
10.17,41.17,1018.58,87.72,478.04
25.18,56.89,1012.26,64.46,442.42
22.75,58.79,1011.44,84.47,445.67
26.33,61.41,1011.9,52.1,452.79
13,39.85,1012.57,61.56,477.71
22.2,51.19,1009.2,82.95,445.54
20.05,42.48,1012.29,85.09,457.01
15.85,42.28,1007.4,82.12,467.3
27.95,77.54,1010.12,78.97,434.7
27.22,66.48,1004.59,52.66,436.06
14.19,39.52,1018.34,77.25,467.14
18.97,43.43,1012.72,75.69,453.2
13.45,41.49,1020.19,88.72,467.3
18.39,67.71,1003.77,92.48,444.63
31.67,69.68,1012.38,46.52,439.72
27.25,73.03,1014.15,68.52,439.78
26.48,69.14,1009.31,84.11,435.76
17.19,58.86,1016.74,85.97,451.87
34.14,74.34,1000.19,43.56,434.23
32.74,68.31,1010.23,41.29,441.66
10.91,37.92,1008.66,66.53,473.72
16.69,43.52,1021.78,80.87,460.51
14.41,46.18,1016.25,88.88,462.49
22.18,69.05,1002.75,70.84,442.14
11.25,40.67,1011.64,63.54,480.49
28.14,65.34,1014.44,46.17,443.11
5.78,45.87,1012.65,88.8,483.27
19.65,44.89,1009.76,75.36,451.35
15.56,40.12,1013.72,89.78,461.21
25.88,63.47,1011.95,65.87,443.94
15.45,46.63,1012.6,85.47,464.37
29.77,69.48,1009.8,52.6,432.69
20.74,58.12,1015.43,77.88,449.91
11.36,40.75,1016.34,85.19,477.5
31.11,75.33,1002.32,64.25,433.37
25.15,71.14,1011.68,70.33,434.99
12.7,39.72,1017.89,62.97,467.77
10.76,44.58,1016.41,79.24,483.54
30.39,70.98,1007.55,72.76,435.48
11.43,41.16,1022.81,92.04,466.86
20.25,57.76,1016.28,77.76,452.66
10.5,52.72,1026.32,85.04,468.01
13.58,39.28,1016.17,79.17,472.17
15.12,43.79,1016.37,75.62,470.11
21.61,41.54,1014.5,75.62,458.47
28.75,77.24,1008.92,77.17,433.03
21.2,59.39,1014.04,85.06,444.57
23.19,60.75,1008.33,82,439.43
23.3,48.78,1018.17,75.36,441.08
19.6,60.95,1015.4,84.26,456.06
22.16,65.48,1017.22,70.51,446
23.56,60.77,1017.93,76.34,443.13
29.01,66.44,1011.21,71.56,430.61
14.86,37.85,1010.58,86.8,467.71
14.54,39.39,1013.87,76.39,470.23
32.32,76.09,1006.63,62.96,432.53
23.55,65.94,1011.76,58.44,443.98
25.34,69.48,1008.4,74.79,433.81
31.76,66.54,1003.02,49.64,430.18
21.65,56.89,1013.13,66.07,445.93
26.01,61.47,1009.54,75.01,435.78
25.82,61.08,1013.64,66.4,448.46
29.76,57.19,1008.59,51.1,436.21
18.43,44.63,1019.76,39.99,458.75
23.69,73.67,1007.19,86.73,437.57
31.01,71.37,1003.4,55.06,430.82
11.41,40.62,1015.56,57.62,466.83
20.77,43.77,1010.76,63.12,453.46
11.74,40.71,1020.64,82.15,470.05
19.95,50.66,1013.21,81.98,458.72
31.46,66.54,1002.86,53.75,427.76
10.31,38.18,1018.02,70.1,476.31
